Gene	Gene_short	Replicon_name
epd	epd	CAJE001.D.00076.C001
pdxP	pdxP	CAJE001.D.00077.C001
DXS	DXS	CAJE001.D.00077.C001
serC_pdxF	serC	CAJE001.D.00077.C001
yggS	yggS	CAJE001.D.00077.C001
pdxJ	pdxJ	CAJE001.D.00077.C001
pdxA_2	pdxA	CAJE001.D.00077.C001
pdxT	pdxT	CAJE001.D.00077.C001
epd	epd	CAJE001.D.00077.C001
pdxP	pdxP	CAJE001.D.00078.C001
DXS	DXS	CAJE001.D.00078.C001
serC_pdxF	serC	CAJE001.D.00078.C001
yggS	yggS	CAJE001.D.00078.C001
pdxJ	pdxJ	CAJE001.D.00078.C001
pdxA_2	pdxA	CAJE001.D.00078.C001
pdxT	pdxT	CAJE001.D.00078.C001
epd	epd	CAJE001.D.00078.C001
pdxP	pdxP	CAJE001.D.00079.C001
DXS	DXS	CAJE001.D.00079.C001
serC_pdxF	serC	CAJE001.D.00079.C001
yggS	yggS	CAJE001.D.00079.C001
pdxJ	pdxJ	CAJE001.D.00079.C001
pdxA_2	pdxA	CAJE001.D.00079.C001
pdxT	pdxT	CAJE001.D.00079.C001
epd	epd	CAJE001.D.00079.C001
pdxP	pdxP	CAJE001.D.00080.C001
DXS	DXS	CAJE001.D.00080.C001
serC_pdxF	serC	CAJE001.D.00080.C001
yggS	yggS	CAJE001.D.00080.C001
pdxJ	pdxJ	CAJE001.D.00080.C001
pdxA_2	pdxA	CAJE001.D.00080.C001
pdxT	pdxT	CAJE001.D.00080.C001
epd	epd	CAJE001.D.00080.C001
pdxP	pdxP	CAJE001.D.00081.C001
DXS	DXS	CAJE001.D.00081.C001
serC_pdxF	serC	CAJE001.D.00081.C001
yggS	yggS	CAJE001.D.00081.C001
pdxJ	pdxJ	CAJE001.D.00081.C001
pdxA_2	pdxA	CAJE001.D.00081.C001
pdxT	pdxT	CAJE001.D.00081.C001
epd	epd	CAJE001.D.00081.C001
pdxP	pdxP	CAJE001.D.00082.C001
DXS	DXS	CAJE001.D.00082.C001
serC_pdxF	serC	CAJE001.D.00082.C001
yggS	yggS	CAJE001.D.00082.C001
pdxJ	pdxJ	CAJE001.D.00082.C001
pdxA_2	pdxA	CAJE001.D.00082.C001
pdxT	pdxT	CAJE001.D.00082.C001
epd	epd	CAJE001.D.00082.C001
pdxP	pdxP	CAJE001.D.00083.C001
DXS	DXS	CAJE001.D.00083.C001
serC_pdxF	serC	CAJE001.D.00083.C001
yggS	yggS	CAJE001.D.00083.C001
pdxJ	pdxJ	CAJE001.D.00083.C001
pdxA_2	pdxA	CAJE001.D.00083.C001
pdxT	pdxT	CAJE001.D.00083.C001
epd	epd	CAJE001.D.00083.C001
pdxP	pdxP	CAJE001.D.00084.C001
DXS	DXS	CAJE001.D.00084.C001
serC_pdxF	serC	CAJE001.D.00084.C001
yggS	yggS	CAJE001.D.00084.C001
pdxJ	pdxJ	CAJE001.D.00084.C001
pdxA_2	pdxA	CAJE001.D.00084.C001
pdxT	pdxT	CAJE001.D.00084.C001
epd	epd	CAJE001.D.00084.C001
pdxP	pdxP	CAJE001.D.00085.C001
DXS	DXS	CAJE001.D.00085.C001
serC_pdxF	serC	CAJE001.D.00085.C001
yggS	yggS	CAJE001.D.00085.C001
pdxJ	pdxJ	CAJE001.D.00085.C001
pdxA_2	pdxA	CAJE001.D.00085.C001
pdxT	pdxT	CAJE001.D.00085.C001
epd	epd	CAJE001.D.00085.C001
pdxP	pdxP	CAJE001.D.00086.C001
DXS	DXS	CAJE001.D.00086.C001
serC_pdxF	serC	CAJE001.D.00086.C001
yggS	yggS	CAJE001.D.00086.C001
pdxJ	pdxJ	CAJE001.D.00086.C001
pdxA_2	pdxA	CAJE001.D.00086.C001
pdxT	pdxT	CAJE001.D.00086.C001
epd	epd	CAJE001.D.00086.C001
pdxP	pdxP	CAJE001.D.00087.C001
DXS	DXS	CAJE001.D.00087.C001
serC_pdxF	serC	CAJE001.D.00087.C001
yggS	yggS	CAJE001.D.00087.C001
pdxJ	pdxJ	CAJE001.D.00087.C001
pdxA_2	pdxA	CAJE001.D.00087.C001
pdxT	pdxT	CAJE001.D.00087.C001
epd	epd	CAJE001.D.00087.C001
pdxP	pdxP	CAJE001.D.00088.C001
DXS	DXS	CAJE001.D.00088.C001
serC_pdxF	serC	CAJE001.D.00088.C001
yggS	yggS	CAJE001.D.00088.C001
pdxJ	pdxJ	CAJE001.D.00088.C001
pdxA_2	pdxA	CAJE001.D.00088.C001
pdxT	pdxT	CAJE001.D.00088.C001
epd	epd	CAJE001.D.00088.C001
pdxP	pdxP	CAJE001.D.00089.C001
DXS	DXS	CAJE001.D.00089.C001
serC_pdxF	serC	CAJE001.D.00089.C001
yggS	yggS	CAJE001.D.00089.C001
pdxJ	pdxJ	CAJE001.D.00089.C001
pdxA_2	pdxA	CAJE001.D.00089.C001
pdxT	pdxT	CAJE001.D.00089.C001
epd	epd	CAJE001.D.00089.C001
pdxP	pdxP	CAJE001.D.00090.C001
DXS	DXS	CAJE001.D.00090.C001
serC_pdxF	serC	CAJE001.D.00090.C001
yggS	yggS	CAJE001.D.00090.C001
pdxJ	pdxJ	CAJE001.D.00090.C001
pdxA_2	pdxA	CAJE001.D.00090.C001
pdxT	pdxT	CAJE001.D.00090.C001
epd	epd	CAJE001.D.00090.C001
pdxP	pdxP	CAJE001.D.00091.C001
DXS	DXS	CAJE001.D.00091.C001
serC_pdxF	serC	CAJE001.D.00091.C001
yggS	yggS	CAJE001.D.00091.C001
pdxJ	pdxJ	CAJE001.D.00091.C001
pdxA_2	pdxA	CAJE001.D.00091.C001
pdxT	pdxT	CAJE001.D.00091.C001
epd	epd	CAJE001.D.00091.C001
pdxP	pdxP	CAJE001.D.00092.C001
DXS	DXS	CAJE001.D.00092.C001
serC_pdxF	serC	CAJE001.D.00092.C001
yggS	yggS	CAJE001.D.00092.C001
epd	epd	CAJE001.D.00092.C001
pdxJ	pdxJ	CAJE001.D.00092.C001
pdxA_2	pdxA	CAJE001.D.00092.C001
pdxT	pdxT	CAJE001.D.00092.C001
pdxP	pdxP	CAJE001.D.00093.C001
DXS	DXS	CAJE001.D.00093.C001
serC_pdxF	serC	CAJE001.D.00093.C001
yggS	yggS	CAJE001.D.00093.C001
pdxJ	pdxJ	CAJE001.D.00093.C001
pdxA_2	pdxA	CAJE001.D.00093.C001
pdxT	pdxT	CAJE001.D.00093.C001
epd	epd	CAJE001.D.00093.C001
pdxP	pdxP	CAJE001.D.00094.C001
DXS	DXS	CAJE001.D.00094.C001
serC_pdxF	serC	CAJE001.D.00094.C001
yggS	yggS	CAJE001.D.00094.C001
pdxJ	pdxJ	CAJE001.D.00094.C001
pdxA_2	pdxA	CAJE001.D.00094.C001
pdxT	pdxT	CAJE001.D.00094.C001
epd	epd	CAJE001.D.00094.C001
pdxP	pdxP	CAJE001.D.00095.C001
DXS	DXS	CAJE001.D.00095.C001
serC_pdxF	serC	CAJE001.D.00095.C001
yggS	yggS	CAJE001.D.00095.C001
pdxJ	pdxJ	CAJE001.D.00095.C001
pdxA_2	pdxA	CAJE001.D.00095.C001
pdxT	pdxT	CAJE001.D.00095.C001
epd	epd	CAJE001.D.00095.C001
pdxP	pdxP	CAJE001.D.00096.C001
DXS	DXS	CAJE001.D.00096.C001
serC_pdxF	serC	CAJE001.D.00096.C001
yggS	yggS	CAJE001.D.00096.C001
pdxJ	pdxJ	CAJE001.D.00096.C001
pdxA_2	pdxA	CAJE001.D.00096.C001
pdxT	pdxT	CAJE001.D.00096.C001
epd	epd	CAJE001.D.00096.C001
pdxP	pdxP	CAJE001.D.00097.C001
DXS	DXS	CAJE001.D.00097.C001
serC_pdxF	serC	CAJE001.D.00097.C001
yggS	yggS	CAJE001.D.00097.C001
pdxJ	pdxJ	CAJE001.D.00097.C001
pdxA_2	pdxA	CAJE001.D.00097.C001
pdxT	pdxT	CAJE001.D.00097.C001
epd	epd	CAJE001.D.00097.C001
pdxP	pdxP	CAJE001.D.00098.C001
DXS	DXS	CAJE001.D.00098.C001
serC_pdxF	serC	CAJE001.D.00098.C001
yggS	yggS	CAJE001.D.00098.C001
pdxJ	pdxJ	CAJE001.D.00098.C001
pdxA_2	pdxA	CAJE001.D.00098.C001
pdxT	pdxT	CAJE001.D.00098.C001
epd	epd	CAJE001.D.00098.C001
pdxP	pdxP	CAJE001.D.00099.C001
DXS	DXS	CAJE001.D.00099.C001
serC_pdxF	serC	CAJE001.D.00099.C001
yggS	yggS	CAJE001.D.00099.C001
pdxJ	pdxJ	CAJE001.D.00099.C001
pdxA_2	pdxA	CAJE001.D.00099.C001
pdxT	pdxT	CAJE001.D.00099.C001
epd	epd	CAJE001.D.00099.C001
pdxP	pdxP	CAJE001.D.00100.C001
DXS	DXS	CAJE001.D.00100.C001
yggS	yggS	CAJE001.D.00100.C001
serC_pdxF	serC	CAJE001.D.00100.C001
yggS	yggS	CAJE001.D.00100.C001
pdxJ	pdxJ	CAJE001.D.00100.C001
pdxA_2	pdxA	CAJE001.D.00100.C001
pdxT	pdxT	CAJE001.D.00100.C001
epd	epd	CAJE001.D.00100.C001
pdxP	pdxP	CAJE001.D.00101.C001
DXS	DXS	CAJE001.D.00101.C001
serC_pdxF	serC	CAJE001.D.00101.C001
yggS	yggS	CAJE001.D.00101.C001
pdxJ	pdxJ	CAJE001.D.00101.C001
pdxA_2	pdxA	CAJE001.D.00101.C001
pdxT	pdxT	CAJE001.D.00101.C001
epd	epd	CAJE001.D.00101.C001
DXS	DXS	CAJE001.D.00102.C001
pdxP	pdxP	CAJE001.D.00102.C001
serC_pdxF	serC	CAJE001.D.00102.C001
yggS	yggS	CAJE001.D.00102.C001
pdxJ	pdxJ	CAJE001.D.00102.C001
pdxA_2	pdxA	CAJE001.D.00102.C001
pdxT	pdxT	CAJE001.D.00102.C001
epd	epd	CAJE001.D.00102.C001
pdxP	pdxP	CAJE001.D.00103.C001
DXS	DXS	CAJE001.D.00103.C001
serC_pdxF	serC	CAJE001.D.00103.C001
yggS	yggS	CAJE001.D.00103.C001
pdxJ	pdxJ	CAJE001.D.00103.C001
pdxA_2	pdxA	CAJE001.D.00103.C001
pdxT	pdxT	CAJE001.D.00103.C001
epd	epd	CAJE001.D.00103.C001
pdxP	pdxP	CAJE001.D.00104.C001
DXS	DXS	CAJE001.D.00104.C001
serC_pdxF	serC	CAJE001.D.00104.C001
yggS	yggS	CAJE001.D.00104.C001
pdxJ	pdxJ	CAJE001.D.00104.C001
pdxA_2	pdxA	CAJE001.D.00104.C001
pdxT	pdxT	CAJE001.D.00104.C001
epd	epd	CAJE001.D.00104.C001
pdxP	pdxP	CAJE001.D.00105.C001
DXS	DXS	CAJE001.D.00105.C001
serC_pdxF	serC	CAJE001.D.00105.C001
yggS	yggS	CAJE001.D.00105.C001
pdxJ	pdxJ	CAJE001.D.00105.C001
pdxA_2	pdxA	CAJE001.D.00105.C001
pdxT	pdxT	CAJE001.D.00105.C001
epd	epd	CAJE001.D.00105.C001
pdxP	pdxP	CAJE001.D.00106.C001
DXS	DXS	CAJE001.D.00106.C001
serC_pdxF	serC	CAJE001.D.00106.C001
yggS	yggS	CAJE001.D.00106.C001
pdxJ	pdxJ	CAJE001.D.00106.C001
pdxA_2	pdxA	CAJE001.D.00106.C001
pdxT	pdxT	CAJE001.D.00106.C001
epd	epd	CAJE001.D.00106.C001
pdxP	pdxP	CAJE001.D.00107.C001
DXS	DXS	CAJE001.D.00107.C001
serC_pdxF	serC	CAJE001.D.00107.C001
yggS	yggS	CAJE001.D.00107.C001
pdxJ	pdxJ	CAJE001.D.00107.C001
pdxA_2	pdxA	CAJE001.D.00107.C001
pdxT	pdxT	CAJE001.D.00107.C001
epd	epd	CAJE001.D.00107.C001
pdxP	pdxP	CAJE001.D.00108.C001
DXS	DXS	CAJE001.D.00108.C001
serC_pdxF	serC	CAJE001.D.00108.C001
yggS	yggS	CAJE001.D.00108.C001
pdxJ	pdxJ	CAJE001.D.00108.C001
pdxA_2	pdxA	CAJE001.D.00108.C001
pdxT	pdxT	CAJE001.D.00108.C001
epd	epd	CAJE001.D.00108.C001
pdxP	pdxP	CAJE001.D.00109.C001
DXS	DXS	CAJE001.D.00109.C001
serC_pdxF	serC	CAJE001.D.00109.C001
yggS	yggS	CAJE001.D.00109.C001
pdxJ	pdxJ	CAJE001.D.00109.C001
pdxA_2	pdxA	CAJE001.D.00109.C001
pdxT	pdxT	CAJE001.D.00109.C001
epd	epd	CAJE001.D.00109.C001
pdxP	pdxP	CAJE001.D.00110.C001
DXS	DXS	CAJE001.D.00110.C001
serC_pdxF	serC	CAJE001.D.00110.C001
yggS	yggS	CAJE001.D.00110.C001
pdxJ	pdxJ	CAJE001.D.00110.C001
pdxA_2	pdxA	CAJE001.D.00110.C001
pdxT	pdxT	CAJE001.D.00110.C001
epd	epd	CAJE001.D.00110.C001
pdxP	pdxP	CAJE001.D.00111.C001
DXS	DXS	CAJE001.D.00111.C001
serC_pdxF	serC	CAJE001.D.00111.C001
yggS	yggS	CAJE001.D.00111.C001
pdxJ	pdxJ	CAJE001.D.00111.C001
pdxA_2	pdxA	CAJE001.D.00111.C001
pdxT	pdxT	CAJE001.D.00111.C001
epd	epd	CAJE001.D.00111.C001
pdxP	pdxP	CAJE001.D.00112.C001
DXS	DXS	CAJE001.D.00112.C001
serC_pdxF	serC	CAJE001.D.00112.C001
yggS	yggS	CAJE001.D.00112.C001
pdxJ	pdxJ	CAJE001.D.00112.C001
pdxA_2	pdxA	CAJE001.D.00112.C001
pdxT	pdxT	CAJE001.D.00112.C001
epd	epd	CAJE001.D.00112.C001
pdxP	pdxP	CAJE001.D.00113.C001
DXS	DXS	CAJE001.D.00113.C001
serC_pdxF	serC	CAJE001.D.00113.C001
yggS	yggS	CAJE001.D.00113.C001
pdxJ	pdxJ	CAJE001.D.00113.C001
pdxA_2	pdxA	CAJE001.D.00113.C001
pdxT	pdxT	CAJE001.D.00113.C001
epd	epd	CAJE001.D.00113.C001
pdxP	pdxP	CAJE001.D.00114.C001
DXS	DXS	CAJE001.D.00114.C001
serC_pdxF	serC	CAJE001.D.00114.C001
yggS	yggS	CAJE001.D.00114.C001
pdxJ	pdxJ	CAJE001.D.00114.C001
pdxA_2	pdxA	CAJE001.D.00114.C001
pdxT	pdxT	CAJE001.D.00114.C001
epd	epd	CAJE001.D.00114.C001
pdxP	pdxP	CAJE001.D.00115.C001
DXS	DXS	CAJE001.D.00115.C001
serC_pdxF	serC	CAJE001.D.00115.C001
yggS	yggS	CAJE001.D.00115.C001
pdxJ	pdxJ	CAJE001.D.00115.C001
pdxA_2	pdxA	CAJE001.D.00115.C001
pdxT	pdxT	CAJE001.D.00115.C001
epd	epd	CAJE001.D.00115.C001
pdxP	pdxP	CAJE001.D.00116.C001
DXS	DXS	CAJE001.D.00116.C001
serC_pdxF	serC	CAJE001.D.00116.C001
yggS	yggS	CAJE001.D.00116.C001
pdxJ	pdxJ	CAJE001.D.00116.C001
pdxA_2	pdxA	CAJE001.D.00116.C001
pdxT	pdxT	CAJE001.D.00116.C001
epd	epd	CAJE001.D.00116.C001
epd	epd	CAJE001.D.00117.C001
pdxT	pdxT	CAJE001.D.00117.C001
pdxA_2	pdxA	CAJE001.D.00117.C001
pdxJ	pdxJ	CAJE001.D.00117.C001
yggS	yggS	CAJE001.D.00117.C001
serC_pdxF	serC	CAJE001.D.00117.C001
DXS	DXS	CAJE001.D.00117.C001
pdxP	pdxP	CAJE001.D.00117.C001
pdxP	pdxP	CAJE001.D.00118.C001
DXS	DXS	CAJE001.D.00118.C001
serC_pdxF	serC	CAJE001.D.00118.C001
yggS	yggS	CAJE001.D.00118.C001
pdxJ	pdxJ	CAJE001.D.00118.C001
pdxA_2	pdxA	CAJE001.D.00118.C001
pdxT	pdxT	CAJE001.D.00118.C001
epd	epd	CAJE001.D.00118.C001
epd	epd	CAJE001.D.00119.C001
pdxT	pdxT	CAJE001.D.00119.C001
pdxA_2	pdxA	CAJE001.D.00119.C001
pdxJ	pdxJ	CAJE001.D.00119.C001
yggS	yggS	CAJE001.D.00119.C001
serC_pdxF	serC	CAJE001.D.00119.C001
DXS	DXS	CAJE001.D.00119.C001
pdxP	pdxP	CAJE001.D.00119.C001
pdxP	pdxP	CAJE001.D.00120.C001
DXS	DXS	CAJE001.D.00120.C001
serC_pdxF	serC	CAJE001.D.00120.C001
yggS	yggS	CAJE001.D.00120.C001
pdxJ	pdxJ	CAJE001.D.00120.C001
pdxA_2	pdxA	CAJE001.D.00120.C001
pdxT	pdxT	CAJE001.D.00120.C001
epd	epd	CAJE001.D.00120.C001
pdxP	pdxP	CAJE001.D.00121.C001
DXS	DXS	CAJE001.D.00121.C001
serC_pdxF	serC	CAJE001.D.00121.C001
yggS	yggS	CAJE001.D.00121.C001
pdxJ	pdxJ	CAJE001.D.00121.C001
pdxT	pdxT	CAJE001.D.00121.C001
epd	epd	CAJE001.D.00121.C001
pdxP	pdxP	CAJE001.D.00122.C001
DXS	DXS	CAJE001.D.00122.C001
serC_pdxF	serC	CAJE001.D.00122.C001
yggS	yggS	CAJE001.D.00122.C001
pdxJ	pdxJ	CAJE001.D.00122.C001
pdxT	pdxT	CAJE001.D.00122.C001
epd	epd	CAJE001.D.00122.C001
pdxP	pdxP	CAJE001.D.00123.C001
DXS	DXS	CAJE001.D.00123.C001
serC_pdxF	serC	CAJE001.D.00123.C001
yggS	yggS	CAJE001.D.00123.C001
pdxJ	pdxJ	CAJE001.D.00123.C001
pdxA_2	pdxA	CAJE001.D.00123.C001
pdxT	pdxT	CAJE001.D.00123.C001
epd	epd	CAJE001.D.00123.C001
pdxP	pdxP	CAJE001.D.00124.C001
serC_pdxF	serC	CAJE001.D.00124.C001
yggS	yggS	CAJE001.D.00124.C001
pdxJ	pdxJ	CAJE001.D.00124.C001
pdxT	pdxT	CAJE001.D.00124.C001
epd	epd	CAJE001.D.00124.C001
pdxP	pdxP	CAJE001.D.00125.C001
DXS	DXS	CAJE001.D.00125.C001
serC_pdxF	serC	CAJE001.D.00125.C001
yggS	yggS	CAJE001.D.00125.C001
pdxJ	pdxJ	CAJE001.D.00125.C001
pdxT	pdxT	CAJE001.D.00125.C001
epd	epd	CAJE001.D.00125.C001
yggS	yggS	CAJE001.D.00126.C001
pdxJ	pdxJ	CAJE001.D.00126.C001
pdxA_2	pdxA	CAJE001.D.00126.C001
pdxT	pdxT	CAJE001.D.00126.C001
epd	epd	CAJE001.D.00126.C001
pdxP	pdxP	CAJE001.D.00126.C001
DXS	DXS	CAJE001.D.00126.C001
serC_pdxF	serC	CAJE001.D.00126.C001
serC_pdxF	serC	CAJE001.D.00127.C001
DXS	DXS	CAJE001.D.00127.C001
pdxP	pdxP	CAJE001.D.00127.C001
epd	epd	CAJE001.D.00127.C001
pdxT	pdxT	CAJE001.D.00127.C001
pdxA_2	pdxA	CAJE001.D.00127.C001
pdxJ	pdxJ	CAJE001.D.00127.C001
yggS	yggS	CAJE001.D.00127.C001
epd	epd	CAJE001.D.00128.C001
pdxP	pdxP	CAJE001.D.00128.C001
DXS	DXS	CAJE001.D.00128.C001
serC_pdxF	serC	CAJE001.D.00128.C001
yggS	yggS	CAJE001.D.00128.C001
pdxJ	pdxJ	CAJE001.D.00128.C001
pdxA_2	pdxA	CAJE001.D.00128.C001
pdxT	pdxT	CAJE001.D.00128.C001
pdxT	pdxT	CAJE001.D.00129.C001
pdxA_2	pdxA	CAJE001.D.00129.C001
pdxJ	pdxJ	CAJE001.D.00129.C001
yggS	yggS	CAJE001.D.00129.C001
serC_pdxF	serC	CAJE001.D.00129.C001
DXS	DXS	CAJE001.D.00129.C001
pdxP	pdxP	CAJE001.D.00129.C001
epd	epd	CAJE001.D.00129.C001
pdxT	pdxT	CAJE001.D.00130.C001
epd	epd	CAJE001.D.00130.C001
pdxP	pdxP	CAJE001.D.00130.C001
DXS	DXS	CAJE001.D.00130.C001
serC_pdxF	serC	CAJE001.D.00130.C001
yggS	yggS	CAJE001.D.00130.C001
pdxJ	pdxJ	CAJE001.D.00130.C001
pdxA_2	pdxA	CAJE001.D.00130.C001
pdxP	pdxP	CAJE001.D.00131.C001
DXS	DXS	CAJE001.D.00131.C001
serC_pdxF	serC	CAJE001.D.00131.C001
yggS	yggS	CAJE001.D.00131.C001
pdxJ	pdxJ	CAJE001.D.00131.C001
pdxA_2	pdxA	CAJE001.D.00131.C001
pdxT	pdxT	CAJE001.D.00131.C001
epd	epd	CAJE001.D.00131.C001
pdxP	pdxP	CAJE001.D.00132.C001
DXS	DXS	CAJE001.D.00132.C001
serC_pdxF	serC	CAJE001.D.00132.C001
yggS	yggS	CAJE001.D.00132.C001
pdxJ	pdxJ	CAJE001.D.00132.C001
pdxA_2	pdxA	CAJE001.D.00132.C001
pdxT	pdxT	CAJE001.D.00132.C001
epd	epd	CAJE001.D.00132.C001
pdxP	pdxP	CAJE001.D.00133.C001
DXS	DXS	CAJE001.D.00133.C001
serC_pdxF	serC	CAJE001.D.00133.C001
yggS	yggS	CAJE001.D.00133.C001
pdxJ	pdxJ	CAJE001.D.00133.C001
pdxA_2	pdxA	CAJE001.D.00133.C001
pdxT	pdxT	CAJE001.D.00133.C001
epd	epd	CAJE001.D.00133.C001
pdxP	pdxP	CAJE001.D.00134.C001
DXS	DXS	CAJE001.D.00134.C001
serC_pdxF	serC	CAJE001.D.00134.C001
yggS	yggS	CAJE001.D.00134.C001
pdxJ	pdxJ	CAJE001.D.00134.C001
pdxA_2	pdxA	CAJE001.D.00134.C001
pdxT	pdxT	CAJE001.D.00134.C001
epd	epd	CAJE001.D.00134.C001
pdxP	pdxP	CAJE001.D.00135.C001
DXS	DXS	CAJE001.D.00135.C001
serC_pdxF	serC	CAJE001.D.00135.C001
yggS	yggS	CAJE001.D.00135.C001
pdxJ	pdxJ	CAJE001.D.00135.C001
pdxA_2	pdxA	CAJE001.D.00135.C001
pdxT	pdxT	CAJE001.D.00135.C001
epd	epd	CAJE001.D.00135.C001
pdxP	pdxP	CAJE001.D.00136.C001
DXS	DXS	CAJE001.D.00136.C001
serC_pdxF	serC	CAJE001.D.00136.C001
yggS	yggS	CAJE001.D.00136.C001
pdxJ	pdxJ	CAJE001.D.00136.C001
pdxA_2	pdxA	CAJE001.D.00136.C001
pdxT	pdxT	CAJE001.D.00136.C001
epd	epd	CAJE001.D.00136.C001
pdxP	pdxP	CAJE001.D.00137.C001
DXS	DXS	CAJE001.D.00137.C001
serC_pdxF	serC	CAJE001.D.00137.C001
yggS	yggS	CAJE001.D.00137.C001
pdxJ	pdxJ	CAJE001.D.00137.C001
pdxA_2	pdxA	CAJE001.D.00137.C001
pdxT	pdxT	CAJE001.D.00137.C001
epd	epd	CAJE001.D.00137.C001
pdxP	pdxP	CAJE001.D.00138.C001
DXS	DXS	CAJE001.D.00138.C001
serC_pdxF	serC	CAJE001.D.00138.C001
yggS	yggS	CAJE001.D.00138.C001
pdxJ	pdxJ	CAJE001.D.00138.C001
pdxA_2	pdxA	CAJE001.D.00138.C001
epd	epd	CAJE001.D.00138.C001
pdxP	pdxP	CAJE001.D.00139.C001
DXS	DXS	CAJE001.D.00139.C001
serC_pdxF	serC	CAJE001.D.00139.C001
yggS	yggS	CAJE001.D.00139.C001
pdxJ	pdxJ	CAJE001.D.00139.C001
pdxA_2	pdxA	CAJE001.D.00139.C001
pdxT	pdxT	CAJE001.D.00139.C001
epd	epd	CAJE001.D.00139.C001
pdxP	pdxP	CAJE001.D.00140.C001
DXS	DXS	CAJE001.D.00140.C001
serC_pdxF	serC	CAJE001.D.00140.C001
yggS	yggS	CAJE001.D.00140.C001
pdxJ	pdxJ	CAJE001.D.00140.C001
pdxA_2	pdxA	CAJE001.D.00140.C001
pdxT	pdxT	CAJE001.D.00140.C001
epd	epd	CAJE001.D.00140.C001
pdxP	pdxP	CAJE001.D.00141.C001
DXS	DXS	CAJE001.D.00141.C001
serC_pdxF	serC	CAJE001.D.00141.C001
epd	epd	CAJE001.D.00141.C001
yggS	yggS	CAJE001.D.00141.C001
pdxJ	pdxJ	CAJE001.D.00141.C001
pdxA_2	pdxA	CAJE001.D.00141.C001
pdxT	pdxT	CAJE001.D.00141.C001
pdxP	pdxP	CAJE001.D.00142.C001
DXS	DXS	CAJE001.D.00142.C001
serC_pdxF	serC	CAJE001.D.00142.C001
yggS	yggS	CAJE001.D.00142.C001
pdxJ	pdxJ	CAJE001.D.00142.C001
pdxA_2	pdxA	CAJE001.D.00142.C001
pdxT	pdxT	CAJE001.D.00142.C001
epd	epd	CAJE001.D.00142.C001
DXS	DXS	CAJE001.D.00143.C001
serC_pdxF	serC	CAJE001.D.00143.C001
yggS	yggS	CAJE001.D.00143.C001
pdxJ	pdxJ	CAJE001.D.00143.C001
pdxA_2	pdxA	CAJE001.D.00143.C001
pdxT	pdxT	CAJE001.D.00143.C001
epd	epd	CAJE001.D.00143.C001
pdxP	pdxP	CAJE001.D.00144.C001
DXS	DXS	CAJE001.D.00144.C001
serC_pdxF	serC	CAJE001.D.00144.C001
yggS	yggS	CAJE001.D.00144.C001
pdxJ	pdxJ	CAJE001.D.00144.C001
pdxA_2	pdxA	CAJE001.D.00144.C001
pdxT	pdxT	CAJE001.D.00144.C001
epd	epd	CAJE001.D.00144.C001
pdxP	pdxP	CAJE001.D.00145.C001
DXS	DXS	CAJE001.D.00145.C001
serC_pdxF	serC	CAJE001.D.00145.C001
yggS	yggS	CAJE001.D.00145.C001
pdxJ	pdxJ	CAJE001.D.00145.C001
pdxA_2	pdxA	CAJE001.D.00145.C001
pdxT	pdxT	CAJE001.D.00145.C001
epd	epd	CAJE001.D.00145.C001
pdxP	pdxP	CAJE001.D.00146.C001
DXS	DXS	CAJE001.D.00146.C001
serC_pdxF	serC	CAJE001.D.00146.C001
yggS	yggS	CAJE001.D.00146.C001
pdxJ	pdxJ	CAJE001.D.00146.C001
pdxA_2	pdxA	CAJE001.D.00146.C001
pdxT	pdxT	CAJE001.D.00146.C001
epd	epd	CAJE001.D.00146.C001
pdxP	pdxP	CAJE001.D.00147.C001
DXS	DXS	CAJE001.D.00147.C001
serC_pdxF	serC	CAJE001.D.00147.C001
yggS	yggS	CAJE001.D.00147.C001
pdxJ	pdxJ	CAJE001.D.00147.C001
pdxA_2	pdxA	CAJE001.D.00147.C001
pdxT	pdxT	CAJE001.D.00147.C001
epd	epd	CAJE001.D.00147.C001
pdxP	pdxP	CAJE001.D.00148.C001
DXS	DXS	CAJE001.D.00148.C001
serC_pdxF	serC	CAJE001.D.00148.C001
yggS	yggS	CAJE001.D.00148.C001
pdxJ	pdxJ	CAJE001.D.00148.C001
pdxA_2	pdxA	CAJE001.D.00148.C001
pdxT	pdxT	CAJE001.D.00148.C001
epd	epd	CAJE001.D.00148.C001
yggS	yggS	CAJE001.D.00149.C001
pdxJ	pdxJ	CAJE001.D.00149.C001
pdxA_2	pdxA	CAJE001.D.00149.C001
pdxT	pdxT	CAJE001.D.00149.C001
epd	epd	CAJE001.D.00149.C001
pdxP	pdxP	CAJE001.D.00149.C001
DXS	DXS	CAJE001.D.00149.C001
serC_pdxF	serC	CAJE001.D.00149.C001
pdxP	pdxP	CAJE001.D.00150.C001
DXS	DXS	CAJE001.D.00150.C001
serC_pdxF	serC	CAJE001.D.00150.C001
yggS	yggS	CAJE001.D.00150.C001
pdxJ	pdxJ	CAJE001.D.00150.C001
pdxA_2	pdxA	CAJE001.D.00150.C001
pdxT	pdxT	CAJE001.D.00150.C001
epd	epd	CAJE001.D.00150.C001
pdxP	pdxP	CAJE001.D.00151.C001
DXS	DXS	CAJE001.D.00151.C001
serC_pdxF	serC	CAJE001.D.00151.C001
yggS	yggS	CAJE001.D.00151.C001
pdxJ	pdxJ	CAJE001.D.00151.C001
